distance;prr;successes;opportunities
50,000000;0,981715;24751;25212
100,000000;0,949180;26223;27627
150,000000;0,921533;23007;24966
200,000000;0,898700;18249;20306
250,000000;0,869639;16344;18794
300,000000;0,844432;15318;18140
350,000000;0,814280;15407;18921
400,000000;0,742184;16570;22326
450,000000;0,681369;15232;22355
500,000000;0,492279;11954;24283
550,000000;0,354203;7694;21722
600,000000;0,253151;6408;25313
650,000000;0,168875;4359;25812
700,000000;0,086544;2208;25513
750,000000;0,041288;999;24196
800,000000;0,015617;327;20939
850,000000;0,005813;118;20298
900,000000;0,001967;39;19830
950,000000;0,000501;11;21942
1000,000000;0,000150;3;20038
1050,000000;0,000000;0;19
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
