distance;prr;successes;opportunities
50,000000;0,986835;21214;21497
100,000000;0,953252;19637;20600
150,000000;0,931330;17265;18538
200,000000;0,904673;15953;17634
250,000000;0,826531;14256;17248
300,000000;0,697663;12747;18271
350,000000;0,510866;9732;19050
400,000000;0,315223;6498;20614
450,000000;0,178195;3733;20949
500,000000;0,100190;2273;22687
550,000000;0,032393;604;18646
600,000000;0,008688;161;18531
650,000000;0,002014;33;16386
700,000000;0,000308;5;16240
750,000000;0,000000;0;15722
800,000000;0,000000;0;15600
850,000000;0,000000;0;17534
900,000000;0,000000;0;14330
950,000000;0,000000;0;14314
1000,000000;0,000000;0;16735
1050,000000;0,000000;0;22
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
