distance;prr;successes;opportunities
50,000000;0,982723;18315;18637
100,000000;0,971009;19560;20144
150,000000;0,956185;18637;19491
200,000000;0,901751;20293;22504
250,000000;0,831245;18511;22269
300,000000;0,782674;16271;20789
350,000000;0,628219;13099;20851
400,000000;0,429292;9277;21610
450,000000;0,270140;4594;17006
500,000000;0,145383;2426;16687
550,000000;0,058455;988;16902
600,000000;0,017052;366;21464
650,000000;0,005245;93;17732
700,000000;0,000743;11;14807
750,000000;0,000129;2;15445
800,000000;0,000000;0;15152
850,000000;0,000000;0;14876
900,000000;0,000000;0;14434
950,000000;0,000000;0;14923
1000,000000;0,000000;0;15286
1050,000000;0,000000;0;20
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
