distance;prr;successes;opportunities
50,000000;0,979829;64072;65391
100,000000;0,958954;67542;70433
150,000000;0,939885;54112;57573
200,000000;0,924084;51514;55746
250,000000;0,887604;55730;62787
300,000000;0,864495;55549;64256
350,000000;0,805295;50397;62582
400,000000;0,777735;48309;62115
450,000000;0,720384;45516;63183
500,000000;0,509338;30571;60021
550,000000;0,389219;20130;51719
600,000000;0,254625;12168;47788
650,000000;0,158536;7679;48437
700,000000;0,085262;4497;52743
750,000000;0,039596;2131;53818
800,000000;0,017643;1055;59797
850,000000;0,006148;380;61812
900,000000;0,001798;109;60620
950,000000;0,000451;25;55451
1000,000000;0,000129;7;54394
1050,000000;0,000000;0;49
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
