distance;prr;successes;opportunities
50,000000;0,986107;55007;55782
100,000000;0,950006;52979;55767
150,000000;0,942543;54101;57399
200,000000;0,898835;51914;57757
250,000000;0,868125;50919;58654
300,000000;0,832433;47949;57601
350,000000;0,783667;47741;60920
400,000000;0,796541;43523;54640
450,000000;0,723689;39538;54634
500,000000;0,646011;39844;61677
550,000000;0,579547;31521;54389
600,000000;0,455057;27434;60287
650,000000;0,306128;19696;64339
700,000000;0,173312;10315;59517
750,000000;0,089768;5419;60367
800,000000;0,035169;2095;59570
850,000000;0,014057;849;60398
900,000000;0,004795;292;60898
950,000000;0,001394;82;58822
1000,000000;0,000438;25;57041
1050,000000;0,000000;0;39
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
