distance;prr;successes;opportunities
50,000000;0,985763;54422;55208
100,000000;0,958547;57509;59996
150,000000;0,922153;56279;61030
200,000000;0,911867;56223;61657
250,000000;0,880443;49760;56517
300,000000;0,839295;51949;61896
350,000000;0,808851;45256;55951
400,000000;0,758570;40406;53266
450,000000;0,745913;40430;54202
500,000000;0,624302;34454;55188
550,000000;0,528789;31859;60249
600,000000;0,382430;23176;60602
650,000000;0,251787;14692;58351
700,000000;0,143989;8466;58796
750,000000;0,069503;4072;58587
800,000000;0,029041;1755;60432
850,000000;0,011024;688;62409
900,000000;0,003447;209;60626
950,000000;0,000984;56;56888
1000,000000;0,000308;18;58392
1050,000000;0,000000;0;38
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
