distance;prr;successes;opportunities
50,000000;0,950959;446;469
100,000000;0,938166;440;469
150,000000;0,894292;423;473
200,000000;0,897779;2547;2837
250,000000;0,816631;383;469
300,000000;0,809623;387;478
350,000000;0,773931;380;491
400,000000;0,730526;347;475
450,000000;0,840564;775;922
500,000000;0,595064;651;1094
550,000000;0,763401;826;1082
600,000000;0,409560;437;1067
650,000000;0,379074;221;583
700,000000;0,195789;93;475
750,000000;0,108787;52;478
800,000000;0,030702;14;456
850,000000;0,013245;6;453
900,000000;0,006356;3;472
950,000000;0,002141;1;467
1000,000000;0,000000;0;450
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
