distance;prr;successes;opportunities
50,000000;0,993317;1189;1197
100,000000;0,978042;1069;1093
150,000000;0,960928;787;819
200,000000;0,842558;685;813
250,000000;0,865629;612;707
300,000000;0,820695;2316;2822
350,000000;0,710177;321;452
400,000000;0,663717;300;452
450,000000;0,636161;285;448
500,000000;0,570796;258;452
550,000000;0,395299;185;468
600,000000;0,290526;138;475
650,000000;0,212185;101;476
700,000000;0,134298;65;484
750,000000;0,068465;33;482
800,000000;0,038618;19;492
850,000000;0,016162;8;495
900,000000;0,002000;1;500
950,000000;0,001942;1;515
1000,000000;0,000000;0;515
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
