distance;prr;successes;opportunities
50,000000;0,982095;170142;173244
100,000000;0,955902;175516;183613
150,000000;0,928014;175339;188940
200,000000;0,898791;161582;179777
250,000000;0,852418;158646;186113
300,000000;0,800804;149414;186580
350,000000;0,755861;137798;182306
400,000000;0,689910;128515;186278
450,000000;0,646201;122099;188949
500,000000;0,560334;100190;178804
550,000000;0,473948;82219;173477
600,000000;0,367478;66168;180060
650,000000;0,237716;44827;188574
700,000000;0,138516;27158;196064
750,000000;0,066790;12881;192858
800,000000;0,027840;4845;174032
850,000000;0,009827;1718;174828
900,000000;0,003011;516;171381
950,000000;0,000935;169;180681
1000,000000;0,000309;52;168327
1050,000000;0,000000;0;174
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
